mapping,family,set_token,size,hits
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_79085f78ba,10,10
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_2a4af7c554,5,5
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_9621b563e7,15,14
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_c1c053793d,5,5
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_6d4de6f3ca,15,14
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_403c9be3d5,11,10
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_e8aa2a646b,19,10
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_62b5b87fe9,11,6
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_724b4b7be8,6,6
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_d8b6084b60,6,4
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_0ac3e83773,8,5
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_d751b7bdb1,10,8
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_553101a642,5,3
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_e0fa59e770,10,10
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_1aad4f3cba,16,16
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_94700e869a,6,6
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_0ce77a05e9,9,8
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_abc9fb2339,16,9
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_0e11f8b2ab,6,2
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_c3d8021806,11,11
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_d9b51b3dfb,14,14
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_6dc519cff6,13,6
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_f79f8c3a5a,11,2
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_bc82882e7a,6,5
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_ec651f0509,11,7
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_53e92dfd39,11,11
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_632551c1e8,8,7
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_4f763e6136,9,9
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_fa899e35d7,7,7
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_db39372338,12,11
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_d15c41421f,5,5
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_bd261c68a0,19,14
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_48aa3cd808,8,8
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_4c5914bafc,12,11
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_0296e3477f,9,9
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_1fab907f29,12,12
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_ba4632c104,9,8
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_9cf63a38e9,8,8
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_bc65906fee,8,8
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_d11e6830a7,5,3
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_e6be6fb001,12,11
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_63106581df,6,6
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_e186047fad,8,8
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_7ae664e506,6,6
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_82ad1a2d6c,11,11
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_af64d22175,11,10
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_52b9f4d65d,8,5
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_8ee1fdd0ce,12,11
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_1fcf7c4997,14,12
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_ee7dc39286,17,17
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_4aba147af4,6,6
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_0aea477239,12,12
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_869596225e,11,8
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_1bc67aa082,9,8
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_768310548c,6,5
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_45a3270a3a,19,14
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_e27de11bfc,9,5
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_f9e5f0c541,13,12
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_4458d9419b,11,9
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_a458a02921,8,8
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_ea2d317004,8,7
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_e859da17d3,17,16
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_ee4fe13061,8,8
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_144b2a2f9c,17,16
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_e9c8593d4b,14,14
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_44a0424b47,15,13
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_86afea7d99,13,7
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_10090b4679,10,7
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_c258b8d176,14,5
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_242e07990f,19,11
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_6e3df42571,14,10
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_0ef80a3e60,6,6
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_41fbbd736d,7,7
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_ca1f99cd23,5,5
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_8c01cd9f53,7,7
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_3a1e9adfa7,9,9
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_9cf2b1affb,8,8
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_1b1680d957,7,7
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_f3e5323118,10,10
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_5ea8e34a72,9,8
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_70c9d52d44,5,5
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_47ec1e9833,14,8
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_b2b20bc21d,5,3
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_323f57c178,10,6
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_8782a703c2,5,3
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_9b59d46f35,6,6
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_9a677125a0,6,6
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_39673ab9a8,8,8
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_fef5b6db58,13,10
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_defccdb12c,9,4
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_4ab589207d,6,5
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_ce3e641d29,5,5
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_fa1bde903c,5,5
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_b44c30992c,5,4
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_7b08f7116a,10,6
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_ade02f5b1e,15,12
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_6009dcdb7e,6,6
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_51f864e8c0,14,8
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_7006b3f384,11,10
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_835931a774,5,4
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_623ad85c2e,14,8
B2 KEGG x SMPDB/HMDB annotation coverage :: size_lt20,kegg,set_ee997594a5,8,4
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_5acb8abe6e,31,21
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_dac7270197,20,14
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_1869174b7f,37,20
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_beefda2298,40,28
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_c093da81c7,24,14
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_7bb07bd8ff,22,16
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_7198d2f665,28,22
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_b112b5fc60,23,9
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_3e0dfa217d,35,11
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_624c481a7e,32,24
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_19ae6f060f,24,17
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_890c7dab5c,27,12
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_3af36c8764,38,17
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_9fac2bf904,37,10
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_f0391c64ac,38,11
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_22d14bdf46,25,2
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_4319123b8c,29,5
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_f1a29f810b,36,16
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_472b0fd7fb,32,23
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_59d512d8f9,35,10
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_254f310839,26,25
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_6b53931bd8,31,11
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_ad1dcf321e,24,10
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_9f4a8a2204,29,14
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_0189ce5c26,30,21
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_0a7251c34c,29,5
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_95dd531730,25,18
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_76a51d8887,20,9
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_c2a3f5a6e6,25,23
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_9c62989783,29,20
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_f9838e94ed,40,21
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_9d14d04ea2,21,17
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_566bf87914,22,15
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_b96ec56a33,29,19
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_5e83f666ee,31,0
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_fd83e9953c,23,17
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_6f4614e929,32,22
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_70bc04718c,35,19
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_3111a69a80,24,20
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_2eb74fe04e,21,21
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_6007c4b59f,26,23
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_b8dfa17746,22,22
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_4cc0961172,27,15
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_13117a3ac2,29,27
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_ec8f2e7755,20,19
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_cf7bec92fd,26,17
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_eadc697c9f,32,18
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_0e7bc14c3b,31,25
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_87add8c5dc,29,9
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_b4b6cf7f87,37,36
B2 KEGG x SMPDB/HMDB annotation coverage :: size_20to40,kegg,set_bd1153eb26,39,26
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_271ea43c69,61,11
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_344072b5f4,56,18
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_2138a1c123,46,23
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_cfbf9cc030,57,9
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_b9a825708e,58,10
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_54a7056432,50,34
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_15cd53708d,57,21
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_924bf2354d,47,35
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_2227c51bc7,74,8
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_2c10c2359c,100,60
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_5267159cc4,101,62
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_d8d29165c6,66,38
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_6b91b675ac,50,34
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_e7aeec8071,68,27
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_ae38e946d1,42,29
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_2bc84b9269,56,21
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_31c74b8829,71,28
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_97b9822845,49,21
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_b2ec810fd5,79,42
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_d3ba0db0a8,51,13
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_3c89f132e9,84,38
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_026dce58e5,57,7
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_4acc76344d,71,32
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_621efb3299,73,27
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_5f5a07f0d2,81,9
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_64e403403c,122,14
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_5ad08f10f9,50,23
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_7869d1115d,56,26
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_2085dffe34,79,56
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_83661c5e7c,67,4
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_bcb42d3c63,67,36
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_1b0cac50f9,42,27
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_f78fd335ec,47,19
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_b56fa8cbb9,55,22
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_cc871f4693,44,23
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_50428d09e6,58,21
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_3bb7f39946,148,28
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_5c4fec496c,47,12
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_4adf8811c2,45,19
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_5c71a07112,52,23
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_13c7b97ae7,121,1
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_279c69eef9,87,82
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_7f2eeca5ac,52,18
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_7a03212d02,74,31
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_8e5071eb36,138,64
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_7e5adfe9e9,53,38
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_a99c0b045f,42,38
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_951b4cb6fa,47,35
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_676e2b3cde,97,67
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_96ef2b3751,42,30
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_d510144f8a,78,2
B2 KEGG x SMPDB/HMDB annotation coverage :: size_gt40,kegg,set_c9e42d4c97,57,21
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_5acb8abe6e,31,21
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_dac7270197,20,14
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_1869174b7f,37,20
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_271ea43c69,61,11
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_344072b5f4,56,18
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_2138a1c123,46,23
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_cfbf9cc030,57,9
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_b9a825708e,58,10
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_beefda2298,40,28
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_54a7056432,50,34
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_15cd53708d,57,21
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_924bf2354d,47,35
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_2227c51bc7,74,8
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_2c10c2359c,100,60
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_2ebb11183e,12,11
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_c093da81c7,24,14
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_5267159cc4,101,62
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_7bb07bd8ff,22,16
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_d8d29165c6,66,38
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_7198d2f665,28,22
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_6b91b675ac,50,34
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_e7aeec8071,68,27
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_ae38e946d1,42,29
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_b112b5fc60,23,9
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_2bc84b9269,56,21
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_31c74b8829,71,28
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_97b9822845,49,21
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_b2ec810fd5,79,42
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_d3ba0db0a8,51,13
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_3c89f132e9,84,38
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_3e0dfa217d,35,11
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_624c481a7e,32,24
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_19ae6f060f,24,17
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_026dce58e5,57,7
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_890c7dab5c,27,12
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_4acc76344d,71,32
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_3af36c8764,38,17
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_9fac2bf904,37,10
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_db93e5d9eb,10,1
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_6fbbd65450,1,0
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_59d99e5a0a,4,1
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_621efb3299,73,27
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_5f5a07f0d2,81,9
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_4edfb3203c,4,1
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_77d1e528cf,5,3
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_784c06d794,4,3
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_64e403403c,122,14
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_f0391c64ac,38,11
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_5ad08f10f9,50,23
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_ec1be6de1b,16,6
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_7869d1115d,56,26
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_22d14bdf46,25,2
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_2085dffe34,79,56
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_4319123b8c,29,5
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_83661c5e7c,67,4
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_f1a29f810b,36,16
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_472b0fd7fb,32,23
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_bcb42d3c63,67,36
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_1b0cac50f9,42,27
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_f78fd335ec,47,19
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_59d512d8f9,35,10
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_254f310839,26,25
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_6b53931bd8,31,11
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_ad1dcf321e,24,10
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_9f4a8a2204,29,14
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_b56fa8cbb9,55,22
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_0189ce5c26,30,21
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_0a7251c34c,29,5
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_cc871f4693,44,23
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_50428d09e6,58,21
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_95dd531730,25,18
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_3bb7f39946,148,28
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_5c4fec496c,47,12
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_76a51d8887,20,9
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_4adf8811c2,45,19
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_5c71a07112,52,23
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_13c7b97ae7,121,1
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_279c69eef9,87,82
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_7f2eeca5ac,52,18
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_7a03212d02,74,31
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_06ba6b16dd,3253,751
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_eebc5fdb39,115,66
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_a42c955383,144,32
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_b99c13ca44,122,52
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_4100bd14a8,128,58
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_c80c815b29,58,52
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_365976bcb4,330,128
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_aa3a6625c7,203,29
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_e5b0f2f1c7,16,10
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_a9f58ba5f5,2,2
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_8ba220eed7,5,5
B3 KEGG (incl. global maps) x annotation coverage,kegg,set_e87cd67005,17,13
